Student ID,Unit Number,Comments,Satisfaction
354,260,<> clearly knows his stuff and is interesting to listen to (which you kind of want if we're going to be absorbing 12 weeks of information).,5
357,176,The labs were good to cement understanding of the content,5
358,27,"- Labs are very informative and comprehensive.
- Lectures are well laid out (if not a little short considering they often only last 1.5Hrs)",5
25,261,"the teacher can use some experiences to explain the knowledge, make it interesting in the class.",5
359,262,Watching films and discussing the issues surrounding them in their home country. Was interesting and eye opening.,5
360,263,"Most of the lecturers were really engaging.
It was particularly helpful when case scenarios were given.",5
361,264,Great lecturing and interesting labs. Overall a great time!,5
356,262,The wonderful teachers and the sheer amount of new information I have been taught.,5
25,265,"only eleven students enrol the class, cannot make comments on this part.",5
362,182,layout of lectures and tunes,5
355,248,The Mathematica lab was very well executed.,5
363,266,"The readings provided by <> and their apparent cohesion with one another, making for a very interesting semester",5
361,19,Despite being pretty long the labs aren't too bad.,5
356,26,The teacher :),5
27,27,the labs and learning how to code in c++,5
364,19,The tutorials with <> were good and I felt like I was learning.,5
365,33,"Learning about the different elements of writing was great, and was definitely beneficial for my own writing. The assessments were also planned well, as they meant we were able to work on both our own writing and analysing other's work and applying the theory to our practice.",5
366,172,The procedural approach culminating in our final research essays.,5
367,267,"I loved having the video links and being able to watch the videos and do the reading well in advance of the class.  It gave me the opportunity to sometimes watch the videos more than once.  I felt that I could be totally prepared as the lecture material was put up ahead of time.  Thank you.

Both <> and <> were approachable and helpful.  Again, thank you!

The course provided a wide-range of material.  It was thought provoking.  It has made me very interested in pursuing further studies related to family therapy.",5
27,28,the labs and practical work that was done in the labs,5
368,19,"i don't have many complaints, but not much praise. i guess the weighting for labs/tests/exam is a good ratio,",5
369,268,Being given the chance to work on a green screen and actually experiment with Adobe After Effects has been alright during the more hands-on times.,5
370,269,I liked being updated by Facebook constantly. It's such a great reminder as I use Facebook more than Blackboard. This unit is very realistic to future jobs we may be applying for. It was great working on audio and video reports live.,5
368,270,"the format of the tests (best 4 of 6) is ideal.  
the content was paced well.",5
371,251,The work done by the tutors in the unit was terrific. They essentially taught me this unit as the lectures were not engaging and not interesting at all.,5
372,12,Probably our tutor as she bothered to remember our names and gave useful feedback for both our presentations.,5
373,271,the subject is well organized and the new contents were interesting and useful,5
363,272,"The engaging content, the wealth of knowledge from both <> and <>, and the enormously relevance of the readings.",5
374,273,"Getting to spend time in the arcade, and in the bunker, where we can concentrate on getting our work done and focus as a team",5
375,274,The tricks i learnt for Solidworks modeling!,5
26,172,Delivery of content and discourse,5
376,220,"The tutes, although they are barely long enough to get through a few questions.",5
28,275,"This unit covers many different techniques in editing and video composition, building on everything that has been taught in previous units. Ample time is given to research and decide on a film for the final project, and plenty of time and assistance is given to completing said final product.",5
377,162,"I have very much enjoyed the learning content of this unit, it has furthered my knowledge and understanding of sustainable design in a consturction sense as last semesters <> was more conceptual but still very informative.",5
378,228,"Activism topic was interesting and i enjoyed learning about this, I liked the tutorial questions and working as a team each week.",5
379,202,Being able to work directly with real-world industry clients.,5
380,273,"- Being able to showcase a year's hard work at PAX to hundreds of people. It was amazing to have so many people come through and play the games, have fun, and bring their friends along for more fun because they enjoyed it so much the first time. It provided a taste of what's to come if we pursue a career in games.
- Having the Bunker as a workspace 5 hours a week. It was great to have somewhere outside the classroom to meet with teammates and organise the project.
- Having the Arcade as a workspace 5 hours a week. Same as above but with the added bonus of talking with the other developers who work there and being able to meet and get advice from people in the industry.
- Guest lecturers at the Arcade. As mentioned above, it's great being able to hear opinions of people from various parts of the game industry.",5
381,257,"The best aspect of this unit was the lecture content, most of it was quite informative and it was all new information that hadn't been delivered in previous units.",5
382,156,Get speakers in lectures were relevant.,5
383,276,"I liked the brief, it was good that it was current, plenty of research to back up claims made but just needed to be more refined in the way it was too broad.",5
384,162,<> is a great lecturer and course coordinator.,5
379,63,"The unit was really well organised, all content was relevant, the tests covered the content accurately and I really enjoyed the flexibility of being able to do some tests online.",5
385,277,"The weekly content on Blackboard was very good. There is seriously so much useful information on there and fully prepares us for the week ahead, what we should expect and how it is going to benefit us.",5
386,25,"I thoroughly enjoyed this unit, my favourite task was probably either the Light task or the colour task, I have enjoyed making my photobook as well.",5
387,257,"The goals part was helpful- the readings actually helped me understand how to determine my goals, why these goals are important to me and consider how I might achieve these. It was also great to define our idea of success. It was interesting to read others responses. I think we had a decent class and most people seemed comfortable actually having discussions. I also liked the powerpoint presentations that you download and listen to- there were a couple which I found very valuable. Some content included information I was already familiar with however, it was good to have it outlined clearly and with sophistication.",5
388,106,I think the best part is the one to one tutorial.,5
28,278,"The freedom in what to choose to do was greatly appreciated, as well as the alternative provided for those who wanted more structure.",5
389,16,The thoroughness of the lectures and echo center,5
382,279,After three years of study at Swinburne it was finally a unit that actually taught how to use photoshop instead of just giving you a brief and marking you on what you already know.,5
377,257,"I think that aspects of this unit very very informative and useful. I especially liked the presentations by <> and <>, as these were the most 'real' and useful parts of helping to sell/ brand yourself for future workplaces.",5
390,213,The Industry Placement,5
391,280,"The Checkpoints and how <> kept on top of our progress, making sure we didn't fall behind.",5
392,163,The projects themselves,5
393,246,"The first assignment, and its brief, were VERY well developed and concise. Future assignments should be modeled off this example.
The lectures were engaging and interesting.",5
394,73,Thought provoking data,5
395,281,I think it was clearly explained from the beginning of the semester what was expected from each task and this didn't change over the semester. It's nice that it's all only electronic submissions as it saves us students money on printing.,5
396,8,The amount of talk about superheroes and disney.,5
397,150,"Applied theory in the labs. The theory itself was very interesting and detailed, and delivered with an exceptional standard.",5
393,60,The first assignment. Definitely the best prepared and most concise.,5
398,95,can improve the capability of public speech,5
399,19,laboratory report,5
400,128,it should have two hours lecture the two hours of lab,5
401,11,assessment is interesting for me,5
402,282,It didn't start early,5
403,72,Course is well organised,5
404,283,"Everything was really clear as to what we had to do, <> put in a lot of effort using blackboard and with her slides weekly. It was easy to follow, and easy to find references and information. I also liked the shift from a lecture to a 'workshop'.",5
405,16,the unit content,5
399,222,material,5
406,284,"practical knowledge, not much calculations, focus on analysis skills",5
399,24,tutorial solution,5
407,285,Online tutorials,5
408,286,it was easy to understand,5
409,184,it is intresting its just a bid chewy,5
410,199,"I enjoy the way the classes are run, regardless",5
411,129,how easily concepts were explained. <> teaches really well and is very thorough when explaining difficult terms and concepts,5
408,11,my teacher was really understanding and patient,5
412,287,"Good communication from teacher, clearly communicate about briefs and help around student individually.",5
413,195,Guest lecturers. Great idea to keep the lectures interesting,5
414,288,"lectures were always really interesting,",5
415,289,"working together as a group, with the class and the teachers and feeling support from everyone",5
416,217,I really enjoy this unit. <> is a quite nice tutor.,5
417,290,The relevance that the topics had with current events in the world.,5
418,291,The labs and on site water sampling.,5
419,292,Ajax technique,5
420,293,Everything <> did,5
416,162,we can learn a lot of professional knowledge about architecture structure.,5
414,48,tutorials,5
414,139,The lab report was really interesting and enjoyable,5
421,262,"It was really good and the best unit i've had so far. <> and <> lectures were very well written. broad yet concise, engaging, informative and most of all it was really inspiring. I was becoming a little disillusioned with Swinburne Screen Studies, where it was focusing its energy and how it was engaging and providing relevance to students interested in Cinema (so much seemed to be focused blockbusters, TV, animation and video games). But this unit has really helped in motivating me to continue here.",5
420,294,How helpful it will be in my career,5
422,113,Getting networks to work is actually fun when youre not stressed about failing an exam with one mistake.,5
423,295,The balance between practical and theoretical content in the course and the way it follows through from <>.,5
424,163,The projects were good to learn about spot colours and CMYK printing,5
425,296,"Problem solving seminars, however, I would prefer if we did not always have to work in groups.",5
426,297,<>. She is very knowledgeable and helpful.,5
427,12,Wiki part,5
428,296,<> was energetic and enthusiastic throughout the course of the unit.,5
429,123,Pitching to <> :),5
430,298,"Blackboard Discussions
Major Assignment Topic Selection Criteria",5
431,299,Great mix of students from diverse background and many currently working full time. This allowed for great class discussion and allowing varied views from working students and international students.,5
432,300,The presentation,5
433,147,"extremely well organised, fantastic content, highly ethical and inspirational lecturer",5
434,137,The content was good on a general level and <> the lecturer was happy to explain things in detail if anyone had a question,5
435,301,drinking water distribution lab .,5
436,302,Assessment.,5
437,303,"1st = <> detailed explanation and reinforcing style (explains concept, then asks us questions and tells us to write it down if we don't know the answer - even as adult learners it is good to have strong guidance sometime) are presented in a logical, orderly manner that facilitates deep understanding of each concept and just how the jigsaw puzzle of human physiology all works together. 

2nd = Weekly tests keep us from falling behind (which is vital with such an large learning content) and show us just where we need to refocus our study. The 2 attempts for each test, with the second attempt offering slightly different questions really pushes us to know our content. If the lab test was somehow combined with the content test, and pushed out to be a fortnightly test this may have reduced some pressure to keep up to date, but my experience in other units of constantly having to double check if something is on this week or not and the ever present anxiety that I may muck up my weeks and miss a test, is completely removed in this unit by having a weekly test of one sort or another. I found it so much easier to just know ""right, let's get this week's test done"", even with a rather traumatic semester (as I had this semester) I preferred to have a weekly commitment. My units that didn't have such a weekly demand, I found I either accidentally mucked up and missed a test (or 2!! and I have well organised spreadsheets designed to prevent that, but that failed me in times of great stress!), or for those without any tests, I didn't committed enough time consistently throughout the semester to keep up to date, and now at week 12, I have a mountain ahead of me.

3rd = Pracs/Labs were so interesting and relevant to the unit topics, really reinforcing our learning, taking it from theory to operationalised understanding.",5
438,117,Tutorials,5
439,283,motivating students to came out with great problems and solutions,5
439,72,the best thing about this unit was about how this unit helps us to get an experience to work with other from different department as well as to teach how we open up a new business.,5
440,304,the assessment were well organised.,5
31,305,more tutorial time,5
31,207,new concept to learn,5
31,277,interesting stuff to learn about,5
440,306,the teachers were really good with the explanation of the concepts and by taking different examples to explain regrading the course.,5
441,54,Extra tasks for people who wish to do more.,5
442,290,The weekly news Padlet,5
443,307,the teacher was so helpful and she was made the class fun,5
443,308,the assessments were straight forward,5
443,225,the teacher,5
444,309,"Learning about lighting and green screen techniques, using the Cannon 5D. I was a little afraid of this subject at first but now love it!",5
445,66,Learning the evolutions of popular technology was really fun,5
446,286,Theory will explained.,5
447,310,I like the topic,5
448,32,<> is epic.,5
32,309,Can't be bothered with this. Busy.,5
449,21,practicals,5
450,21,- Learning about real life situations in construction.,5
451,95,The client was interesting.,5
452,221,theories,5
453,311,Discussion and activities in class.,5
454,312,good,5
455,11,good,5
455,313,good,5
456,12,Lectures,5
455,314,good,5
457,315,"Individual presentations are pretty challenging, but that's really good for us to increase our skills in all aspects.",5
455,316,good,5
457,317,Every week in class activities are so helpful and very effective for us to renew our knowledge about the lesson.,5
458,244,The tutorials. Siamak is very good.,5
459,318,<> were trying to answer and figure out whenever students ask questions to give best answers.,5
459,226,pratice Art in the class by some of materials,5
460,34,The practical sides are extremely good.,5
459,319,lots of discussion with others and finding real answer throughout the class,5
460,54,There are no best aspects in this unit,5
461,320,"The theme, it is excellent",5
462,321,Then content we learn through out the unit.,5
463,168,freedom to explore ideas and act creatively,5
464,322,practice and reality are the best aspects of this unit. i did alot of work and had a lot of real experiences as well as theory.,5
33,304,presentation,5
465,323,Everything aviation,5
466,324,Being able to spend so much time in class coding and following tutorials was good.,5
467,200,How well laid out all the weekly information was on blackboard and how easy to obtain it all was with only a little bit of help. The creative freedom was also very exciting and fun to work with.,5
468,248,all good.,5
469,258,The lectures have been really interesting and valuable in helping completing the assignments.,5
33,316,group,5
470,325,Practicals were very insightful.,5
471,231,"Having the weekly in class presentations, really",5
34,326,"The current, statistical and informative videos and readings.",5
34,26,"All of it! I looked forward to the lecture/tutorial every week. <> incorporated a combination of open discussion, team and individual exercises, as well as informative videos and reading materials.",5
472,42,Volume of quality information the conceptual analysis provided within lecture and tutorial slides,5
473,327,"I enjoyed the book that was recommended, and the guest speakers for the lectures.",5
474,225,"My teacher is extremely extremely good. one of my best teachers in Swinburne. The other literacy units that I took are only alright. But I found this unit really enjoyable. I actually find literacy more inspiring than before. the assessment really relevant. teacher was extremely helpful, informative and considerate. she explained everything really clearly and I understood exactly what to do. really looking forward to have class with <> again.",5
475,226,"The best aspect of this unit is that it gives me a lot ideas and knowledge about what art actually is, and how to teach it to children in early childhood.",5
476,226,The learning materials,5
477,328,"The excursion to Bialik was absolutely amazing and it was so beneficial to see a wonderful centre working so effectively with a philosophy such as reggio.
More excursions would be a wonderful learning experience.",5
478,255,<>! I am doing this unit because I loved his <> unit. Top lecturer. Great tutor. Super smart legend!,5
479,227,"Having <> as the teacher of the unit. Her knowledge for the topics covered was extensive. She was able to really help us gain an in-depth understanding on different topics, problems, policies to do with teaching in a primary school setting.",5
480,307,"group discussions were encouraged and allowed ideas to be shared by all, a great way to learn.",5
481,329,Overall the teaching was quite good and felt quite personal.,5
481,330,Tutorials were very helpful regarding using the modeling software.,5
482,331,ron,5
483,332,"Have Tuesday mornings off.
Once class we had  <> (I think her name is), she was great!",5
484,125,"Definitely kahoot, really enjoyed and looked forward to it.",5
479,307,<> supportive and friendly nature in class.,5
478,333,"I really enjoyed the lectures. However, the lecture slides by themselves were a challenge at times.",5
485,101,"<> has clear expectations which are made explicit. Notes are comprehensive, and feedback is insightful and provided in a timely manner.",5
486,7,The class discussion,5
487,334,Helpful tutorials.,5
488,258,The first 2 projects.,5
489,149,all of it,5
485,335,Workshops are very informative and relate explicitly to the content. Good setup for professional experience.,5
490,34,The tutor did solid job  in his explanations of the topics convered in the lecture before beginning,5
491,80,Having screen presentations throughout the unit was useful to see what everyone was doing and how they were doing it. It provided inspiration and often answered any concerns I had through seeing what other people did and hearing feedback.,5
492,336,"Breaking up all the assignments into small groups throughout the semester, as opposed to only a few major assignments.",5
493,255,"The lectures, they are really fascinating and in depth. Although sometimes it feels like it goes over my head. But it is still amazing stuff.",5
494,337,"Feedback, Avid lessons, Davinci resolve",5
495,338,The overall unit is very interesting and well thought out.,5
496,14,The tutorials and Civil 3D classes.,5
486,304,The assessments,5
497,11,the assignment being split into three sections rather than one overwhelming assignment,5
497,339,assignment 2,5
498,132,AWS technologies were good to know,5
499,340,The tutorial discussions,5
500,136,I think the assessments are useful and practical. They assess what needs to be assessed but also teach us skills that we will use in the future. They're also nicely spread out through the semester,5
501,341,Fieldwork and equipment that can be used,5
502,342,Applying the knowledge in practical classes,5
497,23,the organised assignments and their early submissions before week 12,5
497,32,the lecture materials and explanations,5
503,59,Generally interesting lectures. <> was a funny lecturer that provided entertainment with her anecdotal stories,5
504,32,The unit was comprehensive in all market research facets.,5
505,11,consultation times are good and the online videos helped a lot,5
506,33,Work-shopping creative piece in class.,5
507,343,My tutor <> was amazing!!!,5
508,8,"The lectures were surprisingly enjoyable, and I actually found that I enjoyed going to them.",5
509,24,"Helpful questions on blackboard towards end of semester, Labs.",5
509,19,Tutorials,5
510,19,The labs were quite interesting. Very helpful in consolidating most of the theory covered in the lectures.,5
511,26,"The actual theoretical sections when discussion actually occurred
.",5
512,344,The lecturer’s organisation of material and classroom time.,5
513,26,"Blackboard is well organised and easy to navigate for this unit. The three hour class is perfect for fitting in everything for the week - as well as the folio pieces, which students would usually have to do in their own time at home. I like having the whole week fit into one three hour class, rather than spread out into tutorials and lectures. The content is interesting, as well as how practical the work is. In this class, students actually get a chance and good incentive to write and write.",5
496,325,The tutorials,5
514,258,exploring outside of the box thinking,5
515,116,"was able to study more about the real world scenarios, specially through the case studies each week and also with the presentation.",5
516,116,good,5
517,345,Tutorials were pretty well done. Lectures are also well structured and we get through them pretty quickly. The recap on the previous weeks lecture is also nice.,5
518,14,"it is an interesting and 'practical' subject, I like units were we get to work with CAD",5
519,205,"The lecture is really inspiring with a lots of real scenario example, story, application, etc.
Lab part is also really good",5
520,133,"- content was interesting 
- convenor is friendly and flexible
- emails back quick",5
521,346,Everything seems fine,5
522,347,Getting to see the usability lab.,5
523,348,"The hands on practical knowledge and the in-depth knowledge from our tutors who work in the field was invaluable. I loved using industry standard, Logic and the recording booth.",5
524,200,The creation of a booklet in 6 weeks really pushed and challenged me in a good way. I liked how the two assignments were related and how the second assignment was a continuation and transposing print into digital.,5
525,8,The lectures which weren't taught by <>.,5
526,111,Give exam related materials to read. Give previous exam papers to understand the pattern of exams.,5
527,349,Blackboard information was good however rarely punctual.,5
524,350,"The lectures were very engaging, the tutorials were useful and the assignments actually reflected on what was being taught in lectures and tutorials. I loved all the group work and felt there was just the right amount of work involved in the unit.",5
496,234,The tutorials,5
520,139,"- effective tutorials 
- detailed assignment sheet",5
528,113,Labs,5
529,150,"The labs, they were really interesting and the demonstrators were really helpful in explaining the principles behind the practical",5
530,351,The regular tests really help,5
531,352,The lecturers were very knowledgable and presented interesting content.,5
532,191,Definitely the labs! They were always really exciting and fun.,5
533,353,I think the in class assessments work really well for this unit,5
534,14,- examples of how to use equations in exams questions to enhance our learning,5
535,11,the teacher in tutorial and their teaching style,5
536,309,<>; he was such a great teacher- he really engaged me in the content he was teaching us. I learnt more with him than in the other film unit I was also taking this semester.,5
537,352,The topics we covered were interesting and relevant,5
515,95,"more related with practical world scenario, which helps us to gain more industrial knowledge",5
528,248,Blackboard notes,5
538,166,"Fun Unit, practical tasks are well laid out; and no matter how difficult can always be achieved.",5
539,56,The learning module is very useful and comprehensive.,5
540,351,Getting to learn with a good teacher,5
541,354,Getting to make a 3d character based on the funny prompts we drew out at the start of the semester. Also sculpting in Mudbox was pretty cool too.,5
542,355,The class involvement & discussions,5
543,243,The small class sizes allowed for maximum communication with the tutor,5
544,356,the cultural aspects that we learn throughout the semester,5
545,357,Content lies up well with other subjects,5
546,358,All the images provided are great.,5
547,136,the information is useful and helpful,5
548,359,"Having the resources (readings) available online, the assignments were interesting and enjoyable to do, the topics that were explored were really interesting",5
549,360,Drawing.,5
533,136,"The organisation of the teaching team is the best I have experienced.  I am also really enjoying the final assignment, its not often you get to work with such big ideas in media units",5
550,17,clicker questions. PLease bring them back,5
551,203,"creative freedom, learning about process work",5
552,361,"Having a very small class!! <> was able to guide us through everything since there were no other groups in the class. Working with Aus post is pretty amazing too, it's a great opportunity to see what to expect in the real world and how the professionals work",5
536,362,The assignment briefs we were given were pretty interesting - and I produced outcomes I wouldn't have conceptualised had I not taken this unit.,5
553,48,the assessment,5
554,223,I really liked the essay topics as well as the structure of the group assignment.,5
555,355,being offered to go to the student forum,5
556,94,Moving the deadlines later was a good idea. Even though it was stressful trying to submit everything by an early time it gave a lot of us enough spare time later to print which was good.,5
557,357,It's nice to see more of the ACL - I enjoy learning about law which applies to me on a daily basis.,5
546,174,Contents laid out well.,5
558,363,<> enthusiasm,5
532,53,"The assessments. Although some of the assessments were challenging, I learnt a lot from each one of them.",5
559,216,Learning about the history and appliance of ethics in advertising.,5
560,139,The content is interesting.,5
561,364,Doing the class activities,5
36,128,"It was a interesting unit and something that would be helpful outside the work place as it is good to have developed a good critical thinking skill, overall good unit,",5
562,365,"Originally I wasn't very keen on the subject as public speaking is definitely not something I'm keen on but now in week 10 I am loving it. The content is very relevant and I have learnt a lot about myself and my strengths/weaknesses. It has been a very hard subject in terms of pin pointing your own skills is actually very hard, people can often say what their not good at but not necessarily what they are.",5
563,366,"<> is definitely the best part of this Unit. Having <> makes this unit good, in a way <> is good at showing you what to do instead of explaining what to do to you. I guess it's the way Maya is, showing someone how to do things in Maya is easier than explaining it in front of student.",5
545,61,<> did a fantastic job of teaching. It was also good how the subject lined up with the stuff i was doing in misleading,5
564,15,the special structure for two presentation.,5
545,367,"The assignments were good, did not really need to stress about them",5
530,114,The discussions in class were interesting.,5
524,368,The exploration of different design techniques and aspects over the weeks which really broke design down and helped with composition and heirarchy.,5
565,98,The teaching style of <> for sure! Super interactive and brought real life application to theory. Class engagement and discussion were fantastic and ensured everyone was involved. Feedback was highly constructive.,5
533,26,I really enjoyed the way the unit is broken down and found all the readings insightful and on the money as far as lessons that can be learned from them.,5
566,256,good material,5
567,139,"The lecturers and tutors were amazing kept me engaged and interested in the content through out, the staff was caring and helpfull",5
568,11,how blackboard is structured. its presented well and easy to find everything.,5
569,242,<> teaching style and enthusiasm,5
570,26,Very good focus on how to encourage yourself to write.,5
571,238,Tutorials weren't rushed so questions could be addressed properly and time could be used more effectively.,5
572,48,I like the use of debating and sharing everyone's ideas around the class was fantastic! I especially loved everyone's warm and welcoming nature in the tutorial class.,5
573,369,The teaching of the unit & workshop time,5
574,169,Content,5
575,363,<> is the best part of this unit and the uni is ridiculous for letting him go!,5
576,364,"If there were a Nobel Prize for Best teacher, I'm sure you would get it! Thank you for being such an amazing person and a true inspiration.",5
577,370,The great variety of speakers- would have liked even more time with them,5
578,123,"Great subject content, I feel like I learnt a lot of thoroughly beneficial topics for use in the workforce.",5
579,371,"I enjoyed most of the topics covered in this unit, such as covering of <> in week 5 and <> and <> week 7. I also enjoyed the final assessment piece, choosing a site of significance to the Australian experience and having my boots on the ground exploring the <> was an interesting time as I learnt so much about Australia's history of <> The stories of different <> were quite fascinating.",5
580,372,The amount of practice questions provided for each topic,5
581,373,"Pretty much everything. This is still by far my fav subject of all the ones I've done. It's genuinely a fun, entertaining and informative class. Actually one of the few classes where you walk away feeling like you've learnt so much that your head's spinning from all the info.",5
582,374,time management and one on one interaction with appointed supervisor.,5
583,375,"<>, she's great and made the class fun.",5
558,296,The practice exam questions were particularly helpful,5
584,373,"My 'teacher' is <> and I have rated him below, accordingly.  Overall I think he is a really good guy and all, he is really enthusiastic and great at communicating design ideas.  Problem is, he doesn't teach to the class as a whole, I can only recall one (or two) classes when he actually did a tutorial.  He does many 1 on 1 during the class and that's good but it's not so good for people that he does not get a chance to see.  Another problem is that he doesn't do much teaching in the class or theory on how markers work.  I feel like my sketching has not really improved that much at all this semester.  His feedback on the projects are also very vague.  With so many students in the class, he should do some collective work rather than 1 on 1.  A lot of the time when he does, we watch him sketch and that's all.  I feel like we need to  see more examples of work relating to the projects, like with past students work and such.",5
561,244,The tutorials,5
585,367,"I found this study unit very practical and dynamic proffering a sound overarching framework in how civil litigation is undertaken and the court's keen focus to facilitate alternative dispute resolution.  <> is a methodical and diligent educator, who has a keen intellect for the law.  
My congratulations to her for having successfully completed her doctorate in law!!   What a wonderful personal achievement!",5
586,200,The lecture parts of tutorials have been very helpful and beneficial and the freedom of choice for the project topic has made the project more enjoyable.,5
583,323,"Getting to hear from people in the industry, the talk was great.",5
587,191,labs were my favourite. All new and interesting stuff that was fun to learn and get involved with,5
579,48,"I enjoyed the unit, most of the lectures were interesting some included week 2 the great transformations and cities week 4.",5
588,57,"So many great aspects. The unit was meticulously organised. I loved how the assessment forced everyone to come to and contribute to tutorial discussions and online discussions. I really enjoyed the process of applying my learning every week by writing comments on the online discussion group. I was so happy to also practice my verbal communication skills.

The tests were great because they made me revise the lecture content every few weeks. This was a great way of rehearsing and encoding the information. 

The lectures were very interesting and engaging and I enjoyed listening to them.

I also enjoyed the application or more advanced knowledge that was presented in the last three weeks.",5
589,175,Learning to work in a team and in accordance to each members strengths.,5
590,9,The weekly assignments made you keep up with the reading and not fall behind.,5
591,100,"AS <> Level 1 and 2 diagrams
Tests 1,2",5
592,174,tutors for this unit were fantastic. the unit raised interesting and important ideas to consider when reviewing research.,5
41,376,"<> online videos are amazing and the notes are also great. 
The unit is relevant to us as designers.
<> is a great tutor.",5
593,156,"The second project where you get to make a campaign about an issue of interest to you, definitely a great project.",5
42,3,"It actually let us do what we should do and provide necessary but not direct help which simulate the industry very well. No help, just guidance, that's good!",5
594,377,"<>, as a tutor was quiete supportive. Kahoot quizzes were a good way of learning during the lab.",5
595,343,<> tutes were absolutely brilliant.,5
596,374,Use of design and analysis software.,5
597,267,"Video's.
The effort put in for each class is appreciated.
Shorter class time.",5
598,91,learning about android studio and making most of the tasks.,5
599,350,Interactive and engaging tutorials. Interesting assessments.,5
589,378,"Great teacher, and great up to date topics.",5
600,136,I really enjoyed the content <> was teaching and how he is able to provide relevance for our future career.,5
43,379,"The warnings before each film and contact details for support, shows that the subject was thoroughly thought through. I like that films were chosen that most people haven't come across before. Also, I like that the assignments were different to the usual assignments but still suited the subject, it allowed me to broaden my writing skills and have a break from writing lots of essays.",5
601,3,Being able to collaborate on interesting projects was very good. I did enjoy what we were doing and it definitely improved my programming abilities. I feel like I made some good memories with the team and generally I'm happy to have done this unit and experienced it (even if the experience was painful at times).,5
602,125,"<>, she's a really great teacher, very helpful and has organised the content in the unit's lectures and classes very well. She's really knowledgable about and obviously enjoys the topic, it's really made me interested in this career path and also encouraged me to do well at this unit.",5
603,368,The usage of blackboard really helped my learning. I missed out on a lot of classes near the end of this semester due to personal issues and it was thanks to the weekly resources that I didn't fall too behind.,5
600,82,Since this is an elective for me I thought the best part was actually learning and understanding the health content. I was so unaware and now I'm leaving the end of the unit with new information and ways to better improve my own health.,5
604,139,"Assignments are extremely clear, as well as the blackboard and the lecture content.",5
600,355,"The content, understanding global countries PR and how culture is complex but VITAL for understanding how to construct a plan.",5
605,89,Learning to Hack!,5
603,30,The lectures given in class were helpful and interesting.,5
606,380,The challenges provided by the project. It literally helps in learning,5
607,62,The knowledge of the lecturer and face to face contact.,5
608,331,Staff members are helpful and it helps to improve our soft skills.,5
609,381,"The hands on interaction with the cameras, and the openness to questions that weren't necessarily directly related to the unit.",5
597,164,"shorter class time! 
accompanying resources",5
610,331,Very interactive workshop sessions,5
591,117,Learning a new programming language pl/sql,5
605,292,"Finally getting code to work after hours and hours and hours of trial and error, loading website to validate, over and over and over again.",5
611,382,labs,5
44,373,The best aspects of this unit was the use of in class demonstrations which gave us the benefit of asking questions throughout the demonstration and also provide us with real visual examples.,5
612,383,I loved the moments when we were given of real world examples where this has been used. It really made me think about how these concepts could be used outside of education.,5
613,381,Learning how to set up monitor and lighting on set.,5
614,384,That nearly all the weekly material was online at the start of the class,5
605,91,Learning to build apps and having the freedom in the tasks to customize them.,5
615,385,Learning about probability,5
616,40,<> knows his stuff and makes the subject very interesting. He's also very approachable and helpful.,5
617,187,it was a fun relaxing class experience.,5
605,113,"Swinburne provide state of the art training facility to learn about <>in the ATC building.
Packet Tracer, allowing students to do the Labs if they miss a lab",5
618,381,<> knowledge.  He was very helpful and i learnt a lot.,5
619,47,Practicing security labs is the best part of the subject. The labs give you an insight into securing the network.,5
620,386,"<> provider audio & slide media to augment the study program and text, as well as attempted a collaboration session. It was greatly appreciated.",5
621,320,"Clear structure and task allocation, lecturer willing to discuss a range of topics with the class even if the time pressure may have indicated not to go into depth.",5
615,244,Just learning about the types of flow and pressures,5
619,331,My supervisor <> has been very helpful and supportive. He has given valuable feedback to all the team members and encouraged everyone to putting their best effort to complete the project. Having a weekly meeting helps to discuss on the previous week's tasks completed and the tasks to be done in the ongoing week.,5
618,26,"the assessments, they were very relevant to the unit and <> feedback was very helpful.",5
622,47,labs,5
623,381,A lot of opportunities to use equipment and do practical work,5
44,369,Providing mentoring/coaching on how to improve my work was much appreciated.,5
47,387,"<> guest class was one of the best of the semester, introducing the producer's point of view of the film industry and providing us with interesting material. <> workshops were also very helpful for the planning and running of our film shoots, however it would be even more beneficial to have both sessions with <> earlier in the semester.",5
621,388,The lecturers experience in the field and the learning's he was able to provide about consulting and also how to conduct yourself in the business world,5
606,389,Lab video demonstrations or tutorials,5
624,390,I really liked learning from an experienced industry professional.,5
625,391,"The field trips. Going to Sydney to see the Qantas ops centre & jet base were amazing and a great insight into the industry.
Flexible start times, breaks, assignment submission times and unit week scheduling.
Industry lectures from insightful people.",5
626,11,Easy t understand and get the message across,5
627,136,the first assessment was most useful. it made me decide to minor in social media due to looking at most prerequisites for professional jobs in PR needed social media skills,5
628,63,The unit was really good and it was a new learning experience for me,5
629,365,The connections established within the teams and the level of knowledge imparted on the team.,5
630,392,"<>, she is great!",5
631,63,Highly engaging.,5
632,254,Amazing Lecturer,5
48,283,Free time in lectures to work on assessments,5
633,326,"The class discussions and debates help get a better understanding on people's different views on certain topics, which gives a different perspective to the issue being discussed.",5
634,128,case studied examine and a lot of research which expands knowledge,5
633,303,The lab classes,5
635,34,Working in the labs and learning how to configure the routers and switches.,5
636,393,Easy,5
49,168,The weekly classes were always productive and fun and I loved doing the model part of the course.,5
637,151,help desk,5
