Student ID,Unit Number,Comments,Satisfaction
2023,7,<> is a great teacher and tries to keep us awake by using examples from outside of <> theory to grasp the key juice of the subject. But he needs to slow down for <> students to keep up.,5
4032,7,3-hour is way too long,5
8,7,"right now there are too many information.
it is hard to categorize the subjects.
it is hard to answer the question. need to do more practice for how to write the answers and what exactly you need to write for the each part of questions.",5
4807,7,more examples of the pass exams and examples related to the topic,5
4855,7,Assignment marking was way too strict in my opinion.,5
486,7,"The structure of the unit, whilst class based participation have been useful, there should be lecture component and tutorial component for convener guidance for students to understand in a logical manner in preparation for exams. Many students would feel that their activeness in class being overshadowed by outstanding/high performing students taking the spotlight out of self interest. Although it is presumed that the class leader regulates and gives everybody an equal chance at participation, participation points are biased towards the higher achieving/competitive students.",5
4735,7,Loved the unit.,5
5207,7,All good,5
1174,7,The 3 hour class is too long and hard to concentrate in the second half on very dry content. It is difficult to do the questions without and introduction to the content in a lecture and therefore the class doesn't get much practice on questions.,5
1237,7,Should change the tutorial questions. Coz in exam they won’t help coz we do answer articles in exam.,5
1284,7,"I really enjoyed this unit and find it hard to fault. However, a small improvement which can be made is i think the three hour class is quite lengthy at times and some class activities in between learning the content i think would make the class a little more enjoyable.",5
1357,7,"Nothing, it was good",5
1377,7,the exam- might as well write a thesis on the exam so we spend the entire reading time trying to understand what needs to be done - had to read question like three times before doing it and wasteded time - previous exams are so much better - sometimes teacher jokes arent funny dont b showin up ur education in here homie,5
1479,7,More up to date,5
1530,7,if the exam is 50,5
1539,7,The unit content is quite dull - but I understand that perhaps this cannot be helped.,5
292,7,"More of an indicator as to the sections of the large text that may not be so relevant. Some structure as to answering long questions would be appreciated, and the release of more exam papers, OR exam styled questions to gain a better idea of how to prepare for the exam. The tutorial questions were very different to the exam questions seen in the last tutorial. 

I also thought the assignment was quite ambiguous compared to previous semesters/years.",5
4677,7,The duration for the lab can be shorten,5
1826,7,More tutorial options,5
440,7,there should be more focus of assessment tasks and have less learning material for exams.,5
1889,7,"Tagging the text book for use in Final Exam.
Even though students read the entire text book, it is unlikely they remember every page number of relevant topics. <>is a major unit with so much to learn. Tagging the book will at least help them save time and attempt all questions in Final Exam. For the students who actually open the text book on the final exam itself, they will at least learn a thing or two at the end of the exam as I believe what you put in to your mind last moment will remain long.",5
1909,7,more quiz during the tutorial.,5
1929,7,"More real past exam, not just some draw from textbooks",5
5554,7,"I would have benefited more if there were traditional classes, meaning lectures and tutorials instead of the single <>-hour class. The assessment for class participation could also be replaced with something else, like weekly online quizzes or something.",5
5569,7,Do lecture and tutorial separately,5
2952,7,The assessment's  mark should upgrade to 50%,5
965,7,Separate the lecture  and tutorial.,5
6054,7,Three hours of class is quite long. Maybe can shorten to two hours because can't really concentrate more than two hours.,5
6239,7,More teachers like <>,5
3393,7,"Should change assessment, which is the way assignment mark.",5
6264,7,I enjoyed everything,5
6263,7,"No exam, 2 hour lecture, 1 hour tutorial, exam should be weighted <> percent not <> percent, assignments should be marked easier, mid sem online should have easier questions and be weighted more. This subject shouldn't be in <> degrees.",5
3526,7,I didn't think <> teaching needed any improvement as he was doing excellently.,5
6303,7,im satisfied with this unit,5
5345,7,"1. night time class for full time working student 
2. more sample solution  in detail to help understand",5
6308,7,all good,5
4785,7,Assignment better set out,5
5328,7,"The assignment criteria could be more clear. The exam covers everything, really ? How many jobs required you this knowledge ?",5
6341,7,"Need change the class structure, student always cannot concentrate on 3 hours tutoria. If there is a lecture and lecture recording will be more helpful for student to review the theories",5
6343,7,ok,5
6388,7,"A three hour class is too much to handle in one hit. it should have been a one hour lecture and two hour tute like other units. As it is all theory, a lecture style delivery would have been more effective.",5
1825,7,"The subject was very intense, and had to learn and understand of theories in general. I found difficult to understand at start but gradually improved and able to understand later.",5
6414,7,have a lecture for 1 or two hours and tutorial insead of a 3 hour class,5
1911,7,more final exam past papers need to be conducted.,5
2023,7,Allowing lecture recordings and tutorials as I found it hard to concentrate for the full 3 hours,5
6448,7,"should explain using the textbooks in tutorials since we will have open book exams using the textbook therefore, we can be more familiar with it pages.",5
3851,7,Having the lecture component of the class recorded in case a student misses a class,5
4032,7,boring,5
6774,7,"I believe three hours for one class is too long especially for a heavy unit like <>. I prefer if we had a separate lecture class and a tutorial class. This way in tutorial class, the lecturer can focus on teaching the students how to apply the <> theories to articles (the format for final exam). I find the three hour combination of tutorial and lecture less effective as they are times where the lecturer could barely discussed the tutorial questions.",5
6775,7,"The session is too long, why not split it? Having lecture being conducted with tutorial together is fine if i can keep my eyes open for three hours straight. i mean a more effective way would be to split the class in two. That way absorption would be more effective.",5
